date,Open,High,Low,Close,All,MA5,MA20,MA60
2016/11/01,85.3,85.4,84.4,84.6,23196,31464.8,32950.65,41557.867
2016/10/31,84.7,85.3,83.6,85.3,30883,36524.6,32980.4,41624.833
2016/10/28,85.9,85.9,84.6,84.8,30111,36562.4,32967.05,41406.3
2016/10/27,85.9,86.4,85,85.4,36822,43486.6,33811.8,41490.483
2016/10/26,85.2,85.9,85,85.6,36312,44107.4,33560.6,41364.25
2016/10/25,84.6,85.9,84.5,85.7,48495,43716.2,33236,41237.483
2016/10/24,84.9,85,84.1,84.2,31072,40517.2,32388.35,41210.8
2016/10/21,84,85,83.9,84.3,64732,40218,32290.15,41173.7
2016/10/20,82.8,83.5,82.7,83.5,39926,31742,31120.05,40660.25
2016/10/19,82.2,82.5,82.2,82.4,34356,30718,32950.85,40534.917
2016/10/18,81.9,82.2,81.6,82.1,32500,31509.4,33427.2,40810.65
